,moqual,faqual,admingrade,eduspecneeds,prevgrade,ownschshp,prevqual,displaced,debtor,paidfeetodate,gender,secsemgrade,target,course
1929,1,1,128.5,0,133,1,1,1,0,1,0,15.11111111,1,9500
1930,19,1,117.8,0,125,0,1,1,0,1,0,13.21875,1,9500
1931,38,38,115.1,0,120,0,1,1,0,1,0,12.33333333,1,9670
1932,19,19,118,0,125,0,1,1,0,1,0,11.25,1,9238
1933,19,37,120,0,133.1,1,19,0,0,1,0,13.3675,1,9500
1934,19,38,119.6,0,133.1,1,1,1,0,1,0,12.82571429,1,9500
1935,1,38,133.2,0,143,0,1,1,0,1,0,13.8875,1,9500
1936,4,1,141.8,0,147,0,1,1,0,1,0,12.8,1,9130
1937,19,38,130.3,0,142,0,1,0,0,1,0,13.68333333,1,9500
1938,19,19,100,0,150,0,1,0,0,1,0,12,0,9085
1939,3,3,114.6,0,124,0,1,1,0,1,0,11.2,1,9773
1940,1,1,123.4,0,136,1,1,1,0,1,0,12.16666667,1,9254
1941,38,38,116.4,0,116,0,1,1,0,1,0,13.16666667,1,9238
1942,12,19,123.2,0,127,1,1,0,0,1,0,14.5,1,9070
1943,4,19,123.7,0,117,0,1,1,0,1,0,11.4,1,9070
1944,1,19,127.6,0,116,1,1,1,0,1,0,13.14285714,0,9773
1945,37,37,117.1,0,129,0,1,1,0,1,0,14.9625,1,9500
1946,19,38,149.3,0,157,0,1,0,0,1,0,14.035,1,9500
1947,1,19,125.6,0,135,0,1,1,0,1,0,14,1,9085
1948,38,38,145,0,139,1,1,1,0,1,0,13.33333333,1,9773
1949,38,37,115,0,115,0,1,0,0,1,0,12.33,1,9500
1950,38,38,114.3,0,123,0,1,0,0,1,0,0,0,9254
1951,19,19,126,0,140,0,1,1,0,1,0,0,0,9254
1952,19,37,124,0,138,0,1,1,0,0,0,0,0,171
1953,1,38,122.6,0,132,1,1,1,0,1,0,12,1,9254
1955,19,38,113.5,0,117,0,1,1,0,1,0,13.16666667,1,9853
1957,37,37,140,0,140,0,3,0,0,1,0,14.80571429,1,9500
1958,12,38,107,0,133.1,0,1,1,0,1,0,11.71428571,0,9238
1960,1,1,124.2,0,134,1,1,1,1,1,0,12.66666667,1,9238
1962,1,1,108,0,115,1,1,1,0,1,0,13.8,1,9670
1963,1,1,115.2,0,119,1,1,1,0,1,0,13.7125,1,9500
1964,1,3,129.3,0,131,0,1,1,0,1,0,10.33333333,1,9085
1965,3,1,120,0,120,0,4,1,0,1,0,13.46153846,1,9003
1966,1,19,116.7,0,120,0,1,0,0,1,0,13,1,9085
1969,1,2,121.1,0,133,0,1,1,0,1,0,15.4,1,9670
1971,2,19,123.3,0,128,1,1,1,0,1,0,12.14285714,1,9085
1972,19,19,129.4,0,129,1,1,0,0,1,0,13.125,0,9670
1973,19,19,119.9,0,122,1,1,0,0,1,0,12.2,1,9147
1974,1,12,131.6,0,140,0,1,1,0,1,0,13.24444444,1,9500
1975,1,1,120,0,143,0,1,1,0,1,0,11.4,0,9070
1977,1,19,143,0,140,0,39,0,0,1,0,12.5,1,9238
1979,12,1,119.2,0,123,1,1,1,0,1,0,14.5,1,9670
1980,19,19,124.3,0,140,1,1,1,0,1,0,13,1,9147
1981,19,19,111.1,0,116,1,1,1,0,1,0,11.83333333,1,9238
1982,38,37,150,0,150,1,39,1,0,1,0,13.28571429,1,9085
1983,38,19,147.3,0,147,0,1,0,0,1,0,13.96666667,1,9500
1984,19,1,147.5,0,162,1,1,1,0,1,0,14.14125,1,9500
1985,37,37,108,0,108,1,1,1,0,1,0,11.75,1,9254
1986,37,37,130,0,130,1,2,0,0,1,0,14.6625,1,9500
1988,19,37,109,0,116,1,1,1,0,1,0,12.66875,1,9500
1990,37,19,121.2,0,132,0,1,0,0,1,0,12.8,1,8014
1991,37,37,140,0,140,0,2,1,0,1,0,0,0,171
1993,37,38,125.9,0,136,0,1,0,0,1,0,11.8,1,9147
1994,19,9,121.5,0,133,1,1,1,0,1,0,0,0,9254
1995,30,19,121.5,0,126,0,1,1,0,1,0,11.66666667,1,9238
1996,3,37,132.4,0,142,0,1,1,0,1,0,13.1,1,9085
1997,37,37,122.4,0,121,0,1,0,0,1,0,13.33333333,1,9773
1998,37,38,110,0,134,0,1,1,0,1,0,0,0,8014
1999,19,19,120.4,0,140,0,1,0,1,0,0,11.38461538,1,9147
2000,1,1,105,0,133.1,0,1,1,1,0,0,10.33333333,0,9254
2001,38,37,137.8,0,157,1,1,0,0,1,0,0,0,9238
2002,38,38,118,0,120,0,1,0,0,1,0,12.6,1,9254
2003,19,38,122.1,0,134,1,1,1,0,1,0,12,0,9853
2004,34,34,140,0,140,0,3,1,0,0,0,0,0,9853
2005,1,37,143.2,0,133,0,1,0,0,1,0,13.2,1,9085
2006,37,37,120.5,0,146,0,1,0,0,1,0,14.16666667,1,8014
2007,37,37,119.5,0,130,1,1,1,0,1,0,12,1,9085
2008,37,37,147.5,0,151,0,1,1,0,1,0,0,1,171
2009,1,1,129.6,0,133.1,0,1,0,0,1,0,0,0,9773
2010,37,37,126.1,0,132,1,1,0,0,1,0,12.66666667,1,9853
2011,37,37,160,0,110,0,1,0,0,1,0,12.4,1,9991
2012,38,1,105.5,0,133.1,0,19,0,1,1,0,10.6,0,9853
2013,37,37,95.5,0,110,0,1,0,1,0,0,0,0,9853
2014,19,19,107.5,0,133.1,0,1,0,0,0,0,0,0,9003
2015,19,19,106.1,0,105,0,1,1,0,1,0,13.28571429,1,9238
2016,3,1,116.3,0,160,0,1,1,0,1,0,12.2,1,9254
2017,38,1,137.4,0,144,0,1,0,0,1,0,14.22222222,1,9500
2019,1,1,144.1,0,143,1,1,1,0,1,1,13.83333333,1,9773
2020,19,1,107.8,0,160,0,1,1,0,0,1,0,0,9003
2021,19,1,128.2,0,140,0,1,0,0,0,0,0,0,9853
2022,38,38,117,0,133.1,0,1,1,0,1,1,0,0,171
2023,1,12,110.4,0,116,0,1,1,0,1,1,12.28571429,1,9070
2025,4,19,100,0,141,0,1,0,0,1,1,12.9125,1,9500
2026,3,2,117,0,110,0,1,1,0,1,1,0,1,171
2028,19,37,128,0,132,1,1,1,0,1,0,12.96666667,1,9500
2029,37,38,122.1,0,135,0,1,1,0,1,1,13.66666667,1,9773
2030,19,19,133.4,0,135,0,1,1,0,1,0,14.36875,1,9500
2031,38,37,112,0,140,0,1,0,1,1,0,0,0,9254
2032,19,37,130,0,133.1,0,1,1,0,1,0,12.25,1,9085
2033,37,37,100,0,100,0,1,1,0,1,1,0,0,9991
2034,37,37,162,0,133.1,1,19,0,1,1,1,14.16666667,1,9773
2036,1,37,131.4,0,137,0,1,1,0,1,1,10,0,9147
2037,3,3,128.2,0,120,0,3,0,0,1,0,12,0,9130
2038,37,37,148.9,0,148.9,0,1,0,0,1,0,11.5,1,9670
2039,38,19,128.4,0,134,1,1,1,0,1,0,11.66666667,1,9238
2040,38,37,120.3,0,128,0,1,1,1,0,0,11,0,9853
2041,38,37,100,0,133.1,0,1,0,0,1,0,11.6,1,9991
2042,37,1,126.1,0,131,0,1,1,0,1,1,13.5,1,9254
2043,1,19,111.7,0,118,0,1,1,0,1,0,12.16666667,1,9254
2044,1,19,140,0,140,0,39,1,0,1,0,12.8,1,9085
2045,19,1,122.2,0,133,0,1,0,0,1,0,12.84285714,1,9500
2046,37,1,118.7,0,126,0,1,1,0,1,0,0,0,9500
2047,38,19,121.5,0,125,0,1,1,0,1,0,11.225,0,9556
2048,3,1,134.5,0,138,0,1,1,0,1,0,15.125,1,9500
2049,1,19,127,0,140,0,1,1,0,1,0,13.44285714,1,9500
2050,37,38,114.2,0,124,0,1,0,0,1,0,10.83333333,1,9238
2051,38,38,125.3,0,133,1,1,1,0,1,0,12.28571429,1,9238
2052,1,19,120.4,0,127,0,1,1,0,1,0,0,0,9773
2054,1,19,130.5,0,142,1,1,1,0,1,0,14.0625,1,9556
2055,37,19,125.5,0,130,1,1,1,0,1,0,13.5,1,9070
2056,1,19,133.8,0,130,1,42,0,1,1,0,12.63636364,1,9003
2058,1,19,130.5,0,127,1,1,1,0,1,0,11.25,1,9147
2059,38,37,140,0,140,0,39,0,1,0,0,12,0,9085
2060,19,37,119.4,0,126,1,1,1,0,1,0,13.66666667,1,9500
2061,19,19,121.3,0,139,1,1,1,0,1,0,13.3875,1,9556
2062,1,1,126.3,0,141,0,1,1,0,1,0,13.32857143,1,9500
2063,38,38,111.6,0,120,0,1,1,0,1,0,11,1,9085
2064,38,19,111.3,0,120,0,1,1,0,1,0,13.2,1,9147
2065,1,38,122.5,0,134,1,1,1,0,1,0,15,1,9853
2066,19,1,116.5,0,128,1,1,1,0,1,0,12.66666667,1,9254
2067,4,1,132,1,133,1,1,1,0,1,0,12.5,1,9070
2069,37,1,117,0,118,0,1,1,0,0,1,12.33333333,0,9147
2070,1,37,116.5,0,113,0,1,1,0,1,0,11.77777778,1,9670
2071,19,3,121.5,0,135,0,1,1,0,1,0,12.91666667,1,9500
2072,38,38,105,0,133.1,0,1,1,0,1,0,13.8,1,9670
2073,1,19,121.3,0,130,1,1,1,0,1,0,13.8,1,9085
2074,19,38,136.1,0,135,1,1,1,0,1,0,13.66666667,1,9238
2075,37,37,123.6,0,133,1,1,0,0,1,0,15,1,9238
2076,38,1,129,0,123,0,1,1,0,1,0,12.33333333,1,9238
2077,19,37,136.8,0,145,0,1,1,0,1,0,14.3775,1,9500
2078,3,3,133.4,0,146,0,1,1,0,1,0,13.04285714,1,9500
2079,38,38,136,0,144,1,1,1,0,1,0,14.15,1,9500
2080,38,37,125.8,0,144,1,1,0,0,1,0,12.47142857,1,9500
2081,4,4,120.5,0,131,0,1,0,0,1,0,14.15,1,9500
2082,37,37,130.2,0,141,0,1,1,0,1,0,14.0475,1,9500
2083,3,1,135.9,0,138,0,1,1,0,1,0,14.66666667,1,9773
2084,19,37,116.5,0,127,1,1,0,0,1,0,13.16666667,1,9773
2085,19,37,124,0,124,0,1,0,0,0,0,0,0,9773
2086,1,1,140,0,140,0,3,0,0,1,0,0,0,8014
2087,3,2,150.9,0,157,0,1,1,0,1,0,15.16666667,0,9130
2088,19,19,127.3,0,129,1,1,1,0,1,0,12.63333333,1,9500
2089,1,1,100,0,133.1,0,19,0,1,0,0,12.6,0,9670
2090,38,37,128.8,0,142,0,1,1,0,1,0,14.23333333,1,9500
2092,5,4,140.8,0,156,0,1,0,0,1,0,15.7,1,9500
2093,37,37,138,0,151,0,1,1,0,1,0,15.2,1,9500
2094,3,3,132.9,0,135,0,1,1,0,0,0,15.6,0,9853
2095,3,3,140,0,140,0,1,0,0,1,0,12.85714286,1,9130
2096,3,1,140,0,140,0,3,0,0,1,0,0,0,9500
2097,38,1,99.3,0,100,0,1,1,0,1,0,12,1,9238
2098,37,19,119.3,0,126,1,1,0,0,1,0,13.78125,1,9500
2099,19,19,113.2,0,123,0,1,1,1,1,0,11.66666667,0,9254
2101,1,1,123,0,137,0,1,0,1,1,0,12,1,8014
2102,37,37,127.2,0,138,1,1,1,0,1,0,14.28625,1,9500
2103,34,19,141,0,128,0,1,1,0,0,0,10.66666667,0,9773
2104,19,38,121.7,1,136,1,1,0,0,1,0,14.42857143,1,9238
2107,37,37,142.5,0,140,0,1,1,0,1,0,13.2,1,9773
2109,3,3,150,0,150,0,39,1,0,1,0,13,1,9085
2111,19,1,134.5,0,131,1,1,1,0,1,0,14.33333333,1,9003
2112,19,19,129.5,0,136,0,1,1,0,1,0,16.8,1,9556
2113,38,38,113.2,0,117,0,1,1,1,1,0,11.85714286,1,9238
2114,38,37,140.2,0,158,0,1,1,0,1,0,11.25,0,9853
2115,1,19,119.2,0,129,0,1,1,0,1,0,0,0,9670
2116,1,19,140.7,0,140,0,1,0,0,1,0,12,1,9238
2117,38,38,142.3,0,141,0,1,1,0,1,0,12.82875,0,9500
2118,12,12,129.9,0,132,0,1,1,0,1,0,14.4,1,9773
2120,19,19,104.1,0,109,1,1,1,1,0,0,0,0,9085
2121,1,38,122.4,0,135,0,1,0,1,1,0,12.4,1,9147
2122,37,37,120.6,0,122,1,1,1,0,1,0,11.6,1,9147
2123,1,19,112.4,0,118,0,1,1,0,1,0,0,0,9238
2124,5,3,157.9,0,174,0,1,0,0,1,0,0,1,171
2125,38,38,125.9,0,142,1,1,0,0,1,0,10,0,9254
2126,38,1,118.4,0,131,1,1,1,0,1,0,13.74444444,0,9500
2127,18,18,130.8,0,139,0,1,1,0,0,0,12.75833333,0,9500
2128,19,19,176.7,0,170,1,1,1,0,1,0,0,0,171
2129,19,1,156.8,0,182,0,1,1,0,1,0,13.25,1,9070
2131,1,37,128,0,142,1,1,0,0,1,0,12,1,9238
2132,19,37,113.8,0,119,0,1,1,0,1,0,12.2,1,9147
2133,1,1,120.8,0,128,1,1,1,0,1,0,13.05,1,9500
2134,19,38,130.8,0,150,0,1,1,0,1,0,13.61428571,1,9500
2135,19,1,101,0,133.1,0,1,0,1,1,0,0,0,9254
2136,37,37,126.1,0,131,0,1,1,0,0,0,12.16666667,1,9070
2137,38,19,113.8,0,118,0,1,1,0,1,0,12.5,1,9773
2138,19,38,118.3,0,122,1,1,1,0,1,0,14.4375,1,9556
2139,19,19,127.9,0,116,1,1,0,1,0,0,11.5,0,9147
2141,38,37,117.9,0,128,0,1,1,0,1,0,11.28571429,1,9085
2142,1,1,115.7,0,123,0,1,1,0,1,0,13.28571429,1,9238
2143,3,1,141,0,133.1,0,1,1,0,1,0,0,1,171
2144,37,37,120,0,110,0,12,0,0,1,0,13.66666667,1,8014
2146,37,37,131.1,0,150,1,1,0,0,1,0,12.83333333,1,9070
2147,38,19,117.8,0,129,0,1,1,0,1,0,12.5,1,9254
2148,19,19,140,0,140,0,1,1,0,1,0,14.8,1,9085
2149,38,37,108,0,133.1,1,1,0,0,1,0,14.42857143,1,9238
2150,1,19,122.9,0,132,0,1,1,0,1,0,13.28571429,1,9853
2152,38,37,126,0,137,0,1,1,0,1,0,13.12555556,1,9500
2153,1,19,134,0,133.1,0,1,0,0,1,0,13,1,9238
2154,38,19,134.3,1,143,0,1,1,0,1,0,15.14285714,1,9070
2155,19,19,138.7,0,148,1,1,0,0,1,0,15.092,1,9500
2157,37,19,160,0,160,0,39,1,0,1,0,13.14285714,1,9085
2158,3,1,111,0,112,0,1,0,0,1,0,14.33333333,1,9853
2159,37,37,128.5,0,133,1,1,1,0,1,0,10.33333333,0,9254
2160,1,3,133,0,142,1,1,0,0,1,0,14.56571429,1,9500
2161,34,37,114.6,0,123,0,1,1,1,0,0,10.75,0,9670
2162,19,37,104.1,0,103,0,1,0,0,1,0,0,0,9238
2163,1,1,127.6,0,140,0,1,1,0,1,0,13.775,1,9500
2164,1,1,151,0,159,0,1,1,0,1,0,15.33333333,1,9773
2165,1,1,135.7,0,140,0,39,1,0,1,0,13.83333333,1,9238
2166,38,37,137.8,0,148,1,1,1,0,1,0,14.96285714,1,9500
2167,38,38,117.3,0,112,0,1,1,0,1,0,11.2,1,9147
2168,1,3,121.2,0,131,0,1,1,0,1,0,12.8,1,9500
2169,3,3,129.3,0,145,0,1,1,0,1,0,17.16666667,1,9670
2170,1,1,123,0,133.1,0,1,1,0,1,0,13.71428571,1,9500
2171,1,19,140,0,140,0,39,0,0,1,0,12.16666667,1,9085
2172,37,1,140,0,140,0,43,0,0,1,0,11,1,9070
2173,12,2,144.6,0,150,0,1,0,1,0,0,0,0,9085
2174,1,38,118.3,0,120,1,1,0,0,1,0,12.75,1,9238
2175,19,38,153.6,0,156,0,1,1,0,1,0,0,1,171
2176,1,1,158.3,0,167,0,1,1,0,1,0,14.16666667,1,9070
2177,34,34,100,0,133.1,0,6,0,1,1,0,10.5,0,8014
2178,1,1,134.9,1,147,0,1,0,0,1,0,14.77272727,1,9500
2179,38,37,142,0,129,0,1,1,0,1,0,12.71428571,1,9773
2180,38,38,127.3,0,136,0,1,1,0,1,0,0,0,171
2181,19,19,116.5,0,128,1,1,0,0,1,0,10.5,1,9238
2182,19,19,138.6,0,140,1,1,0,0,1,0,13.06363636,1,9500
2183,37,19,133,0,141,0,1,0,0,1,0,12.9,0,9853
2185,19,19,118,0,125,1,1,1,0,1,0,12.33333333,1,9254
2187,19,38,128.5,0,140,1,1,1,0,1,0,13.40375,1,9500
2188,3,1,129.9,0,140,1,1,0,0,1,0,12.66666667,1,9254
2189,1,1,125.8,0,137,0,1,0,1,1,1,12.33333333,0,9773
2191,4,19,124.7,0,138,0,1,1,0,1,1,0,0,9500
2192,3,1,154.9,0,130,0,1,0,1,0,1,16,0,9003
2194,37,19,129,0,136,1,1,1,0,1,1,0,1,171
2198,38,38,127.3,0,136,0,1,1,0,1,1,10,0,9147
2199,1,1,100.5,0,133.1,0,1,0,0,1,1,0,0,9556
2200,37,37,122,0,140,0,1,1,1,0,1,0,0,8014
2201,38,3,140,0,150,0,1,0,0,1,1,12.6,1,9500
2202,19,38,116.1,0,121,0,1,1,0,1,1,12.5,1,9254
2203,19,19,130,0,120,0,3,1,0,1,1,0,0,171
2204,1,1,146.2,0,143,0,1,1,0,1,1,11.8,1,9070
2206,39,39,127.8,0,132,0,1,1,0,0,1,0,0,9147
2209,1,38,132.4,0,131,0,1,1,1,0,1,0,0,9773
2210,1,1,129.3,0,149,0,1,1,0,1,1,13.1,1,9500
2211,37,37,125.4,0,124,0,1,1,0,1,1,13.16666667,1,9070
2213,19,38,132,0,140,0,1,0,0,1,1,13,0,9238
2214,19,19,170,0,170,0,39,1,1,1,1,15.16666667,1,9003
2216,3,3,115.5,0,126,0,1,0,0,1,1,13.6,1,9556
2217,19,19,127.6,0,129,0,1,1,0,1,1,11,0,9147
2218,19,1,140,0,140,0,43,0,0,1,1,13.5,1,9773
2219,37,1,120.2,0,130,0,1,1,0,1,1,14.66666667,1,9070
2220,1,1,150,0,130,0,1,0,0,1,1,12.74285714,1,9500
2221,1,3,100,0,99,0,1,1,0,1,1,13.12857143,1,9500
2223,38,37,128,0,129,0,1,0,0,0,1,0,0,171
2224,19,19,128,0,132,1,1,1,0,1,1,14.93571429,1,9500
2225,37,37,107.2,0,110,0,1,1,0,1,1,10,0,9254
2226,3,3,110.1,0,116,0,1,1,0,1,1,13,1,9670
2227,37,37,119,0,119,0,1,0,1,1,1,0,0,9003
2228,37,38,155.5,0,120,0,1,0,0,1,1,14,0,9773
2229,1,1,118.4,0,117,0,1,0,0,1,1,10.75,1,9070
2230,1,38,141.2,0,137,0,1,1,0,1,1,0,1,171
2231,3,3,119.1,0,124,0,1,1,0,1,1,0,0,171
2232,1,3,111,0,151,0,1,0,0,1,1,0,0,9147
2233,34,34,138.6,0,138.6,0,6,1,0,1,1,11.66666667,0,9254
2235,19,19,150.4,0,136,1,1,1,0,1,1,0,1,171
2237,38,37,102.5,0,133.1,0,19,0,1,0,1,0,0,9254
2240,3,1,122.3,0,150,0,1,0,0,1,1,12.2,1,9254
2243,38,37,126.4,0,133,1,1,1,0,1,1,13.90625,1,9500
2244,37,37,100,0,133.1,0,19,0,0,1,1,10,0,9254
2245,37,37,117.1,0,129,0,1,1,0,1,1,13.66666667,1,9238
2248,37,12,129.4,0,130,0,1,1,1,0,1,0,0,9119
2249,1,1,138.9,0,141,0,1,1,0,1,1,13.25,1,9130
2250,1,1,138.6,0,140,0,39,0,0,1,1,14,0,9238
2251,19,37,133.9,0,122,0,1,1,0,1,1,12.25,0,171
2252,5,3,140,0,140,0,40,0,1,1,1,14.4,0,9085
2253,34,34,95.1,0,133.1,0,12,0,0,0,1,0,0,9119
2254,19,37,128.2,0,120,0,1,0,0,0,1,0,0,9991
2255,37,37,121.5,0,133.1,0,1,0,0,1,1,14.33333333,0,9254
2256,38,37,120,0,120,0,40,1,1,0,1,12.25,0,33
2258,4,4,120,0,120,0,3,0,0,1,1,12.66666667,0,9070
2259,37,37,107,0,133.1,0,19,0,0,1,1,13.16666667,1,8014
2261,1,1,114.4,0,123,0,1,0,0,1,1,11.5,0,9147
2262,2,1,157.7,0,178,0,1,0,0,1,1,0,0,9254
2263,38,38,150,0,130,0,1,0,1,0,1,15,0,9003
2266,39,39,140,0,140,0,3,0,0,1,1,13,0,9003
2267,3,1,109.1,0,108,0,1,1,0,1,1,0,0,9147
2268,3,4,120.6,0,120,0,1,0,0,1,1,10.66666667,0,9500
2269,37,37,161.9,0,100,0,1,0,0,1,1,0,0,9991
2270,34,34,140,0,140,0,3,1,0,0,1,0,0,9991
2271,37,38,178,0,133.1,1,1,1,0,1,1,12.8,1,9070
2272,37,1,138.3,0,133.1,0,19,0,0,1,1,11.14285714,0,9991
2273,34,34,128,0,140,0,1,1,0,1,1,0,0,8014
2274,37,37,139,0,100,0,19,0,0,1,1,0,0,171
2275,1,3,113.2,0,123,0,1,0,0,0,1,10.5,0,9991
2276,37,37,139,0,133.1,0,19,0,0,1,1,14.42857143,1,8014
2277,1,42,110,0,135,0,1,1,0,1,1,12.75,1,9773
2279,37,37,161.1,0,120,0,1,0,0,1,1,0,0,8014
2280,1,2,130,0,130,0,1,0,0,1,1,12.30769231,1,9003
2282,38,1,121,0,133.1,0,1,0,1,0,1,10,0,9254
2283,2,1,118.6,0,120,0,39,0,0,1,1,11.8,1,9238
2285,37,37,115.8,0,133.1,0,1,0,0,0,1,0,0,9147
2286,19,37,160,0,120,0,1,0,0,1,1,13.4,1,9991
2287,1,1,114.5,0,125,1,1,0,0,1,1,14.42857143,1,9254
2289,3,38,121.7,0,133.1,0,1,0,0,1,1,0,0,9991
2290,5,5,115,0,120,0,1,0,0,1,1,13.5,0,9119
2291,37,37,125.3,0,127,0,1,0,0,1,1,11,1,9238
2292,34,34,131,0,131,0,1,0,0,1,1,11.33333333,0,9147
2293,19,37,126.3,0,127,0,1,0,0,1,1,13.33333333,1,9773
2294,1,37,127.1,0,132,0,1,0,0,0,1,0,0,171
2295,1,38,138.4,0,137,0,1,0,0,1,1,13.42857143,1,9670
2296,1,19,100,0,126,0,1,1,0,1,1,10,0,9147
2297,4,5,126.2,0,136,0,1,0,0,1,1,11,1,9238
2298,1,1,118.8,0,124,0,1,0,0,1,1,11,1,9238
2299,1,1,124.5,0,137,0,39,0,0,0,1,0,0,9254
2304,1,19,95,0,133.1,0,1,0,0,1,1,0,0,9147
2306,2,38,140,0,140,0,3,1,0,0,1,0,0,9130
2307,3,1,125.4,0,133.1,0,38,0,0,1,1,0,0,9991
2308,19,1,128,0,141,0,1,0,0,1,1,0,0,9500
2309,1,38,129.3,0,130,1,1,0,0,1,1,14.2,1,9119
2310,19,38,152,0,160,1,1,0,0,1,1,14,1,9238
2311,1,19,128.8,0,140,0,1,0,0,1,1,12.4875,1,9500
2312,34,19,152.8,0,150,1,1,1,0,1,1,0,0,9147
2313,37,37,150,0,150,0,39,1,0,1,1,14.6,1,9130
2314,1,1,112,0,133.1,0,1,0,0,1,1,12.16666667,1,9238
2315,19,37,135.6,0,152,0,1,1,0,1,1,15.6,0,9130
2316,1,1,134.4,0,133.1,0,19,0,1,0,1,16,0,9119
2317,3,1,120.5,0,130,0,1,0,0,1,1,0,0,9991
2318,1,1,141.4,0,148,0,1,0,0,1,1,0,0,9070
2319,1,1,145.2,0,148,0,1,0,0,1,1,14.71428571,1,9254
2320,19,3,140,0,130,0,1,0,0,1,1,0,0,9238
2322,37,37,140,0,130,0,1,1,0,1,1,13,0,9991
2324,1,3,112.6,0,122,0,1,1,0,1,1,10.5,1,9238
2325,37,37,106.8,0,110,0,1,0,0,1,1,0,0,9119
2327,37,37,120,0,110,0,1,1,0,0,1,10.66666667,0,9991
2328,38,19,160.6,0,170,1,1,1,0,1,1,0,1,171
2329,37,38,130,0,110,1,12,0,1,0,1,0,0,9070
2330,34,34,110,0,110,0,1,0,0,1,1,0,0,8014
2331,19,37,110,0,133.1,0,1,1,0,1,1,0,0,9003
2332,1,19,145.8,0,133.1,0,1,0,0,1,1,12.4,1,9003
2333,10,10,130.2,0,126,1,1,1,0,1,1,0,0,171
2334,38,37,122.3,0,137,1,1,0,0,1,1,14.33333333,1,9670
2335,1,1,125.4,0,117,1,1,1,0,1,1,11.16666667,1,9070
2336,37,19,130,0,100,0,1,0,0,1,1,11.2,0,9991
2337,1,38,150,0,120,0,1,0,0,1,1,0,0,9130
2338,38,38,116.9,0,126,0,1,1,1,1,1,13.33333333,0,9119
2340,37,37,95.8,0,111,0,1,1,0,0,1,0,0,9003
2342,2,4,150,0,150,0,1,0,0,1,1,11.5,1,9003
2343,37,19,118.5,0,116,0,1,0,0,1,1,13,1,9991
2344,3,3,131.1,0,130,0,1,0,0,1,1,11.50625,1,9500
2345,1,19,150.3,0,150,1,42,1,0,1,1,13.75,1,9085
2347,1,1,105.6,0,108,0,1,1,0,1,1,15.28571429,1,9119
2348,19,19,125.3,1,133.1,1,1,0,0,1,1,0,0,9670
2349,37,19,131,0,120,0,1,1,0,1,1,11.5,1,9254
2350,19,3,127,0,146,0,1,0,0,1,1,13.61428571,1,9500
2351,2,1,150,0,150,0,39,1,0,1,1,14.3,1,9130
2352,3,3,149.2,0,160,0,1,0,0,1,1,14.2,1,9130
2353,37,37,121.5,0,125,1,1,1,0,1,1,11.8,1,9670
2354,37,19,137.3,0,125,0,1,0,0,1,1,0,0,9085
2355,3,1,119.6,0,122,0,1,1,0,1,1,14.28571429,1,9670
2356,1,1,141.5,0,138,0,1,0,0,1,1,0,1,171
2357,1,38,150,0,150,0,39,1,0,1,1,11.875,0,9003
2358,3,3,110,0,140,0,1,0,0,1,1,14.6,1,9003
2359,1,1,110.2,0,113,0,1,1,0,1,1,10.5,0,9254
2361,19,6,120,0,133.1,0,1,0,0,1,1,0,0,9773
2362,19,19,114.2,0,118,0,1,1,0,1,1,12.8,1,9147
2365,1,1,121.5,0,125,0,1,1,0,1,1,14.5,1,9773
2367,12,12,128.2,0,131,0,1,1,0,1,1,13.66666667,1,9130
2369,1,19,120,0,133.1,0,1,1,0,1,1,13.33333333,0,9130
2371,19,3,136.9,0,139,1,1,1,0,1,1,0,1,171
2375,37,37,95,0,95,0,1,0,0,0,1,11,0,9670
2376,37,1,148.8,0,150,1,1,0,0,1,1,14.75,1,9147
2377,37,37,110,0,120,0,1,0,0,0,1,0,0,9147
2378,3,4,133.9,0,136,0,1,0,0,0,1,11.33333333,0,9991
2379,2,37,125.7,0,133,1,1,1,0,1,1,12.5,1,9130
2380,1,19,116.6,0,125,1,1,0,0,1,1,12.85714286,1,9254
2381,19,38,141,0,127,1,1,1,0,1,1,12.33333333,1,9070
2382,1,1,130,0,130,0,40,0,0,1,1,15.14285714,0,9119
2385,19,38,140,0,140,0,39,1,0,1,1,11.33333333,1,9070
2387,1,38,137.5,0,135,0,1,1,1,0,1,0,1,171
2388,38,19,120.8,0,132,1,1,1,0,1,1,12.5,0,9147
2389,19,1,136.5,0,110,0,1,0,0,1,1,0,0,9238
2390,1,37,122,0,130,0,1,0,1,0,1,12,0,9003
2391,37,1,130,0,130,0,1,0,0,1,1,11.6,0,9003
2393,4,19,98,0,133.1,0,1,0,0,1,1,0,0,9254
2394,37,37,121,0,135,1,1,1,0,1,1,11.5,1,9147
2396,1,3,130,0,140,0,1,0,0,1,1,0,0,9003
2398,3,19,132.8,0,131,0,1,1,0,1,1,14.57142857,1,9773
2399,1,1,126.3,0,131,0,1,0,0,1,1,11.7125,1,9500
2400,1,37,111.5,0,100,0,19,0,0,1,1,11,0,8014
2401,37,37,118.2,0,140,0,1,0,0,1,1,12.8,1,9991
2402,19,19,115.6,0,124,0,1,1,0,0,1,11,0,9147
2403,38,37,117.8,0,130,0,1,1,0,1,1,15.88571429,1,9500
2404,1,38,127,0,142,0,1,0,1,0,1,11.58,0,9500
2405,37,37,140,0,150,0,1,0,0,0,1,14.16666667,1,8014
2406,37,37,106,0,110,0,12,1,0,1,1,0,1,171
